timestamp,marker_id,distance_m,distance_cm
2025-12-11T22:35:24.425042,0,0.4522,45.22
2025-12-11T22:35:24.456967,0,0.4496,44.96
2025-12-11T22:35:24.489443,0,0.4498,44.98
2025-12-11T22:35:24.553262,0,0.4484,44.84
2025-12-11T22:35:24.617397,0,0.4491,44.91
2025-12-11T22:35:24.730059,0,0.4498,44.98
2025-12-11T22:35:24.824928,0,0.4494,44.94
2025-12-11T22:35:24.857959,0,0.4494,44.94
2025-12-11T22:35:24.889255,0,0.4494,44.94
2025-12-11T22:35:24.985913,0,0.4500,45.00
2025-12-11T22:35:25.034016,0,0.4519,45.19
2025-12-11T22:35:25.065486,0,0.4494,44.94
2025-12-11T22:35:25.097278,0,0.4494,44.94
2025-12-11T22:35:25.129341,0,0.4494,44.94
2025-12-11T22:35:25.193451,0,0.4498,44.98
2025-12-11T22:35:25.225355,0,0.4528,45.28
2025-12-11T22:35:25.322013,0,0.4465,44.65
2025-12-11T22:35:25.353177,0,0.4495,44.95
2025-12-11T22:35:25.498509,0,0.4494,44.94
2025-12-11T22:35:25.625639,0,0.4556,45.56
2025-12-11T22:35:25.658173,0,0.4499,44.99
2025-12-11T22:35:25.689703,0,0.4536,45.36
2025-12-11T22:35:25.865550,0,0.4551,45.51
2025-12-11T22:35:25.897732,0,0.4498,44.98
2025-12-11T22:35:25.961617,0,0.4501,45.01
2025-12-11T22:35:25.993020,0,0.4529,45.29
2025-12-11T22:35:26.025954,0,0.4542,45.42
2025-12-11T22:35:26.073018,0,0.4535,45.35
2025-12-11T22:35:26.104445,0,0.4514,45.14
2025-12-11T22:35:26.137015,0,0.4539,45.39
2025-12-11T22:35:26.169176,0,0.4518,45.18
2025-12-11T22:35:26.201409,0,0.4519,45.19
2025-12-11T22:35:26.234015,0,0.4483,44.83
2025-12-11T22:35:26.296979,0,0.4482,44.82
2025-12-11T22:35:26.330120,0,0.4482,44.82
2025-12-11T22:35:26.361189,0,0.4514,45.14
2025-12-11T22:35:26.409298,0,0.4511,45.11
2025-12-11T22:35:26.474077,0,0.4537,45.37
2025-12-11T22:35:26.506095,0,0.4537,45.37
2025-12-11T22:35:26.601648,0,0.4541,45.41
2025-12-11T22:35:26.633687,0,0.4511,45.11
2025-12-11T22:35:26.665211,0,0.4481,44.81
2025-12-11T22:35:26.697003,0,0.4481,44.81
2025-12-11T22:35:26.777998,0,0.4479,44.79
2025-12-11T22:35:26.810517,0,0.4481,44.81
2025-12-11T22:35:26.842627,0,0.4517,45.17
2025-12-11T22:35:27.033994,0,0.4510,45.10
2025-12-11T22:35:27.113162,0,0.4534,45.34
2025-12-11T22:35:27.241529,0,0.4539,45.39
2025-12-11T22:35:27.273454,0,0.4553,45.53
2025-12-11T22:35:27.305488,0,0.4518,45.18
2025-12-11T22:35:27.369526,0,0.4518,45.18
2025-12-11T22:35:27.450645,0,0.4552,45.52
2025-12-11T22:35:27.483352,0,0.4515,45.15
2025-12-11T22:35:27.513518,0,0.4514,45.14
2025-12-11T22:35:27.545612,0,0.4549,45.49
2025-12-11T22:35:27.577314,0,0.4509,45.09
2025-12-11T22:35:27.610107,0,0.4512,45.12
2025-12-11T22:35:27.642180,0,0.4510,45.10
2025-12-11T22:35:27.674234,0,0.4509,45.09
2025-12-11T22:35:27.705868,0,0.4506,45.06
2025-12-11T22:35:27.738016,0,0.4508,45.08
2025-12-11T22:35:27.786364,0,0.4526,45.26
2025-12-11T22:35:27.818335,0,0.4501,45.01
2025-12-11T22:35:27.848993,0,0.4503,45.03
2025-12-11T22:35:27.881260,0,0.4539,45.39
2025-12-11T22:35:27.912947,0,0.4527,45.27
2025-12-11T22:35:27.945406,0,0.4537,45.37
2025-12-11T22:35:27.977231,0,0.4506,45.06
2025-12-11T22:35:28.008442,0,0.4506,45.06
2025-12-11T22:35:28.041894,0,0.4506,45.06
2025-12-11T22:35:28.073090,0,0.4506,45.06
2025-12-11T22:35:28.121154,0,0.4538,45.38
2025-12-11T22:35:28.153272,0,0.4503,45.03
2025-12-11T22:35:28.185040,0,0.4536,45.36
2025-12-11T22:35:28.217080,0,0.4541,45.41
2025-12-11T22:35:28.250787,0,0.4541,45.41
2025-12-11T22:35:28.281323,0,0.4537,45.37
2025-12-11T22:35:28.313030,0,0.4526,45.26
2025-12-11T22:35:28.345458,0,0.4524,45.24
2025-12-11T22:35:28.377089,0,0.4538,45.38
2025-12-11T22:35:28.409361,0,0.4498,44.98
2025-12-11T22:35:28.410360,17,0.8947,89.47
2025-12-11T22:35:28.457371,0,0.4538,45.38
2025-12-11T22:35:28.489227,0,0.4523,45.23
2025-12-11T22:35:28.522092,0,0.4526,45.26
2025-12-11T22:35:28.554127,0,0.4524,45.24
2025-12-11T22:35:28.586320,0,0.4524,45.24
2025-12-11T22:35:28.618446,0,0.4522,45.22
2025-12-11T22:35:28.648980,0,0.4522,45.22
2025-12-11T22:35:28.681236,0,0.4522,45.22
2025-12-11T22:35:28.712577,0,0.4553,45.53
2025-12-11T22:35:28.744610,0,0.4521,45.21
2025-12-11T22:35:28.793962,0,0.4556,45.56
2025-12-11T22:35:28.825466,0,0.4561,45.61
2025-12-11T22:35:28.857241,0,0.4561,45.61
2025-12-11T22:35:28.890400,0,0.4556,45.56
2025-12-11T22:35:28.921076,0,0.4499,44.99
2025-12-11T22:35:28.953429,0,0.4559,45.59
2025-12-11T22:35:28.985403,0,0.4527,45.27
2025-12-11T22:35:29.018013,0,0.4532,45.32
2025-12-11T22:35:29.050092,0,0.4534,45.34
2025-12-11T22:35:29.082051,0,0.4537,45.37
2025-12-11T22:35:29.114091,0,0.4496,44.96
2025-12-11T22:35:29.161851,0,0.4537,45.37
2025-12-11T22:35:29.193022,0,0.4535,45.35
2025-12-11T22:35:29.225225,0,0.4518,45.18
2025-12-11T22:35:29.288975,0,0.4488,44.88
2025-12-11T22:35:29.321009,0,0.4506,45.06
2025-12-11T22:35:29.352086,0,0.4490,44.90
2025-12-11T22:35:29.384922,0,0.4448,44.48
2025-12-11T22:35:29.418047,0,0.4409,44.09
2025-12-11T22:35:29.448975,0,0.4393,43.93
2025-12-11T22:35:29.497037,0,0.4404,44.04
2025-12-11T22:35:29.529598,0,0.4352,43.52
2025-12-11T22:35:29.561406,0,0.4438,44.38
2025-12-11T22:35:29.593683,0,0.4461,44.61
2025-12-11T22:35:29.624893,0,0.4460,44.60
2025-12-11T22:35:29.658030,0,0.4494,44.94
2025-12-11T22:35:29.689555,0,0.4478,44.78
2025-12-11T22:35:29.721583,0,0.4500,45.00
2025-12-11T22:35:29.752858,0,0.4492,44.92
2025-12-11T22:35:29.785380,0,0.4520,45.20
2025-12-11T22:35:29.833011,0,0.4527,45.27
2025-12-11T22:35:29.865012,0,0.4522,45.22
2025-12-11T22:35:29.929639,0,0.4580,45.80
2025-12-11T22:35:29.962167,0,0.4583,45.83
2025-12-11T22:35:29.992823,0,0.4582,45.82
2025-12-11T22:35:30.025956,0,0.4602,46.02
2025-12-11T22:35:30.056932,0,0.4626,46.26
2025-12-11T22:35:30.089094,0,0.4626,46.26
2025-12-11T22:35:30.121200,0,0.4629,46.29
2025-12-11T22:35:30.169738,0,0.4643,46.43
2025-12-11T22:35:30.201665,0,0.4626,46.26
2025-12-11T22:35:30.233281,0,0.4626,46.26
2025-12-11T22:35:30.265082,0,0.4604,46.04
2025-12-11T22:35:30.298335,0,0.4618,46.18
2025-12-11T22:35:30.329367,0,0.4564,45.64
2025-12-11T22:35:30.361291,0,0.4569,45.69
2025-12-11T22:35:30.393815,0,0.4534,45.34
2025-12-11T22:35:30.425641,0,0.4529,45.29
2025-12-11T22:35:30.457669,0,0.4584,45.84
2025-12-11T22:35:30.505707,0,0.4528,45.28
2025-12-11T22:35:30.537187,0,0.4554,45.54
2025-12-11T22:35:30.569948,0,0.4592,45.92
2025-12-11T22:35:30.601262,0,0.4556,45.56
2025-12-11T22:35:30.632931,0,0.4583,45.83
2025-12-11T22:35:30.666014,0,0.4556,45.56
2025-12-11T22:35:30.697079,0,0.4647,46.47
2025-12-11T22:35:30.728978,0,0.4657,46.57
2025-12-11T22:35:30.760773,0,0.4783,47.83
2025-12-11T22:35:30.793877,0,0.4788,47.88
2025-12-11T22:35:30.824359,0,0.4848,48.48
2025-12-11T22:35:30.905314,0,0.4969,49.69
2025-12-11T22:35:30.969145,0,0.5152,51.52
2025-12-11T22:35:31.001228,0,0.5233,52.33
2025-12-11T22:35:31.032978,0,0.5315,53.15
2025-12-11T22:35:31.065018,0,0.5404,54.04
2025-12-11T22:35:31.097248,0,0.5505,55.05
2025-12-11T22:35:31.129289,0,0.5585,55.85
2025-12-11T22:35:31.161328,0,0.5739,57.39
2025-12-11T22:35:31.208943,0,0.5746,57.46
2025-12-11T22:35:31.240532,0,0.5893,58.93
2025-12-11T22:35:31.272057,0,0.6051,60.51
2025-12-11T22:35:31.304586,0,0.6286,62.86
2025-12-11T22:35:31.336943,0,0.6427,64.27
2025-12-11T22:35:31.369014,0,0.6557,65.57
2025-12-11T22:35:31.401284,0,0.6693,66.93
2025-12-11T22:35:31.432907,0,0.6750,67.50
2025-12-11T22:35:31.464697,0,0.6981,69.81
2025-12-11T22:35:31.496221,0,0.7121,71.21
2025-12-11T22:35:31.545067,0,0.7201,72.01
2025-12-11T22:35:31.577130,0,0.7370,73.70
2025-12-11T22:35:31.608168,0,0.7628,76.28
2025-12-11T22:35:31.641099,0,0.7704,77.04
2025-12-11T22:35:31.672459,0,0.7893,78.93
2025-12-11T22:35:31.704481,0,0.8002,80.02
2025-12-11T22:35:31.736943,0,0.8216,82.16
2025-12-11T22:35:31.768711,0,0.8429,84.29
2025-12-11T22:35:31.800271,0,0.8552,85.52
2025-12-11T22:35:31.832856,0,0.8747,87.47
2025-12-11T22:35:31.880343,0,0.8881,88.81
2025-12-11T22:35:31.913505,0,0.9000,90.00
2025-12-11T22:35:31.944537,0,0.9138,91.38
2025-12-11T22:35:31.975531,0,0.9253,92.53
2025-12-11T22:35:32.009001,0,0.9404,94.04
2025-12-11T22:35:32.040578,0,0.9687,96.87
2025-12-11T22:35:32.072103,0,0.9824,98.24
2025-12-11T22:35:32.104520,0,0.9711,97.11
2025-12-11T22:35:32.136400,0,0.9986,99.86
2025-12-11T22:35:32.168660,0,1.0027,100.27
2025-12-11T22:35:32.216953,0,1.0127,101.27
2025-12-11T22:35:32.248942,0,1.0177,101.77
2025-12-11T22:35:32.280539,0,1.0177,101.77
2025-12-11T22:35:32.313070,0,1.0464,104.64
2025-12-11T22:35:32.344703,0,1.0464,104.64
2025-12-11T22:35:32.376292,0,1.0464,104.64
2025-12-11T22:35:32.407803,0,1.0461,104.61
2025-12-11T22:35:32.440840,0,1.0465,104.65
2025-12-11T22:35:32.472885,0,1.0465,104.65
2025-12-11T22:35:32.505404,0,1.0463,104.63
2025-12-11T22:35:32.553051,0,1.0675,106.75
2025-12-11T22:35:32.585452,0,1.0650,106.50
2025-12-11T22:35:32.617134,0,1.0455,104.55
2025-12-11T22:35:32.648664,0,1.0679,106.79
2025-12-11T22:35:32.680773,0,1.0495,104.95
2025-12-11T22:35:32.712375,0,1.0341,103.41
2025-12-11T22:35:32.744546,0,1.0461,104.61
2025-12-11T22:35:32.777073,0,1.0471,104.71
2025-12-11T22:35:32.809106,0,1.0681,106.81
2025-12-11T22:35:32.840188,0,1.0342,103.42
2025-12-11T22:35:32.920542,0,1.0652,106.52
2025-12-11T22:35:32.953067,0,1.0358,103.58
2025-12-11T22:35:32.984593,0,1.0358,103.58
2025-12-11T22:35:33.015849,0,1.0337,103.37
2025-12-11T22:35:33.079983,0,1.0337,103.37
2025-12-11T22:35:33.112572,0,0.9994,99.94
2025-12-11T22:35:33.144116,0,1.0035,100.35
2025-12-11T22:35:33.175638,0,0.9731,97.31
2025-12-11T22:35:33.208672,0,0.9562,95.62
2025-12-11T22:35:33.257227,0,0.9568,95.68
2025-12-11T22:35:33.257227,37,1.8578,185.78
2025-12-11T22:35:33.288594,0,0.9264,92.64
2025-12-11T22:35:33.320870,0,0.8994,89.94
2025-12-11T22:35:33.353069,0,0.8905,89.05
2025-12-11T22:35:33.384592,0,0.8660,86.60
2025-12-11T22:35:33.416982,0,0.8524,85.24
2025-12-11T22:35:33.449240,0,0.8513,85.13
2025-12-11T22:35:33.480542,0,0.8433,84.33
2025-12-11T22:35:33.513067,0,0.8230,82.30
2025-12-11T22:35:33.544534,0,0.8003,80.03
2025-12-11T22:35:33.592760,0,0.7917,79.17
2025-12-11T22:35:33.623839,0,0.7894,78.94
2025-12-11T22:35:33.655425,0,0.7815,78.15
2025-12-11T22:35:33.688650,0,0.7701,77.01
2025-12-11T22:35:33.721172,0,0.7622,76.22
2025-12-11T22:35:33.751881,0,0.7540,75.40
2025-12-11T22:35:33.784201,0,0.7464,74.64
2025-12-11T22:35:33.817326,0,0.7461,74.61
2025-12-11T22:35:33.849143,0,0.7289,72.89
2025-12-11T22:35:33.929150,0,0.7129,71.29
2025-12-11T22:35:33.961678,0,0.6975,69.75
2025-12-11T22:35:33.993420,0,0.6878,68.78
2025-12-11T22:35:34.025051,0,0.6737,67.37
2025-12-11T22:35:34.056998,0,0.6683,66.83
2025-12-11T22:35:34.088305,0,0.6686,66.86
2025-12-11T22:35:34.153456,0,0.6420,64.20
2025-12-11T22:35:34.184986,0,0.6295,62.95
2025-12-11T22:35:34.216773,0,0.6244,62.44
2025-12-11T22:35:34.263970,0,0.6176,61.76
2025-12-11T22:35:34.297066,0,0.6057,60.57
2025-12-11T22:35:34.329619,0,0.5999,59.99
2025-12-11T22:35:34.361195,0,0.5900,59.00
2025-12-11T22:35:34.393295,0,0.5841,58.41
2025-12-11T22:35:34.424856,0,0.5839,58.39
2025-12-11T22:35:34.457151,0,0.5768,57.68
2025-12-11T22:35:34.487734,0,0.5672,56.72
2025-12-11T22:35:34.521099,0,0.5683,56.83
2025-12-11T22:35:34.552218,0,0.5651,56.51
2025-12-11T22:35:34.584800,0,0.5561,55.61
2025-12-11T22:35:34.631964,0,0.5506,55.06
2025-12-11T22:35:34.697185,0,0.5412,54.12
2025-12-11T22:35:34.728665,0,0.5300,53.00
2025-12-11T22:35:34.760732,0,0.5218,52.18
2025-12-11T22:35:34.791400,0,0.5171,51.71
2025-12-11T22:35:34.825020,0,0.5092,50.92
2025-12-11T22:35:34.857191,0,0.5047,50.47
2025-12-11T22:35:34.920449,0,0.4898,48.98
2025-12-11T22:35:35.000959,0,0.4742,47.42
2025-12-11T22:35:35.032159,0,0.4692,46.92
2025-12-11T22:35:35.064407,0,0.4634,46.34
2025-12-11T22:35:35.128909,0,0.4564,45.64
2025-12-11T22:35:35.305157,0,0.4383,43.83
2025-12-11T22:35:35.337318,0,0.4374,43.74
2025-12-11T22:35:35.368907,0,0.4355,43.55
2025-12-11T22:35:35.401043,0,0.4348,43.48
2025-12-11T22:35:35.432077,0,0.4327,43.27
2025-12-11T22:35:35.465814,0,0.4323,43.23
2025-12-11T22:35:35.496920,0,0.4313,43.13
2025-12-11T22:35:35.528076,0,0.4297,42.97
2025-12-11T22:35:35.561928,0,0.4309,43.09
2025-12-11T22:35:35.593459,0,0.4367,43.67
2025-12-11T22:35:35.640091,0,0.4332,43.32
2025-12-11T22:35:35.672153,0,0.4378,43.78
2025-12-11T22:35:35.705259,0,0.4417,44.17
2025-12-11T22:35:35.768876,0,0.4484,44.84
2025-12-11T22:35:35.800449,0,0.4561,45.61
2025-12-11T22:35:35.865265,0,0.4675,46.75
2025-12-11T22:35:35.977078,0,0.5020,50.20
2025-12-11T22:35:36.040253,0,0.5248,52.48
2025-12-11T22:35:36.137047,0,0.5670,56.70
2025-12-11T22:35:36.168592,0,0.5769,57.69
2025-12-11T22:35:36.201094,0,0.5990,59.90
2025-12-11T22:35:36.232932,0,0.6102,61.02
2025-12-11T22:35:36.264547,0,0.6304,63.04
2025-12-11T22:35:36.297073,0,0.6430,64.30
2025-12-11T22:35:36.344545,0,0.6575,65.75
2025-12-11T22:35:36.376262,0,0.6746,67.46
2025-12-11T22:35:36.408115,0,0.6983,69.83
2025-12-11T22:35:36.440644,0,0.7123,71.23
2025-12-11T22:35:36.472933,0,0.7198,71.98
2025-12-11T22:35:36.505066,0,0.7374,73.74
2025-12-11T22:35:36.536159,0,0.7649,76.49
2025-12-11T22:35:36.568715,0,0.7902,79.02
2025-12-11T22:35:36.599247,0,0.8025,80.25
2025-12-11T22:35:36.631917,0,0.8226,82.26
2025-12-11T22:35:36.680077,0,0.8446,84.46
2025-12-11T22:35:36.712449,0,0.8478,84.78
2025-12-11T22:35:36.744988,0,0.8766,87.66
2025-12-11T22:35:36.776174,0,0.8910,89.10
2025-12-11T22:35:36.808421,0,0.9171,91.71
2025-12-11T22:35:36.840523,0,0.9268,92.68
2025-12-11T22:35:36.872074,0,0.9435,94.35
2025-12-11T22:35:36.903973,0,0.9769,97.69
2025-12-11T22:35:36.936120,0,1.0035,100.35
2025-12-11T22:35:36.968154,0,0.9772,97.72
2025-12-11T22:35:37.016051,0,1.0026,100.26
2025-12-11T22:35:37.048709,0,1.0156,101.56
2025-12-11T22:35:37.080401,0,1.0496,104.96
2025-12-11T22:35:37.111967,0,1.0485,104.85
2025-12-11T22:35:37.144193,0,1.0485,104.85
2025-12-11T22:35:37.176238,0,1.0521,105.21
2025-12-11T22:35:37.208005,0,1.0838,108.38
2025-12-11T22:35:37.240050,0,1.0711,107.11
2025-12-11T22:35:37.272210,0,1.1073,110.73
2025-12-11T22:35:37.305295,0,1.1242,112.42
2025-12-11T22:35:37.352244,0,1.1077,110.77
2025-12-11T22:35:37.384489,0,1.1076,110.76
2025-12-11T22:35:37.416045,0,1.1076,110.76
2025-12-11T22:35:37.448799,0,1.1464,114.64
2025-12-11T22:35:37.480175,0,1.1239,112.39
2025-12-11T22:35:37.512311,0,1.1211,112.11
2025-12-11T22:35:37.544778,0,1.1208,112.08
2025-12-11T22:35:37.576356,0,1.1637,116.37
2025-12-11T22:35:37.608898,0,1.1431,114.31
2025-12-11T22:35:37.639985,0,1.1461,114.61
2025-12-11T22:35:37.688743,0,1.1886,118.86
2025-12-11T22:35:37.719803,0,1.1468,114.68
2025-12-11T22:35:37.752440,0,1.1463,114.63
2025-12-11T22:35:37.785025,0,1.1634,116.34
2025-12-11T22:35:37.817214,0,1.1623,116.23
2025-12-11T22:35:37.848410,0,1.1468,114.68
2025-12-11T22:35:37.881123,0,1.1468,114.68
2025-12-11T22:35:37.912233,0,1.1421,114.21
2025-12-11T22:35:37.944312,0,1.1227,112.27
2025-12-11T22:35:37.975662,0,1.1102,111.02
2025-12-11T22:35:38.008716,0,1.1102,111.02
2025-12-11T22:35:38.056348,0,1.1065,110.65
2025-12-11T22:35:38.088910,0,1.1051,110.51
2025-12-11T22:35:38.153064,0,1.0681,106.81
2025-12-11T22:35:38.184158,0,1.0334,103.34
2025-12-11T22:35:38.215482,0,1.0045,100.45
2025-12-11T22:35:38.248601,0,1.0062,100.62
2025-12-11T22:35:38.280659,0,0.9857,98.57
2025-12-11T22:35:38.312214,0,0.9547,95.47
2025-12-11T22:35:38.344291,0,0.9426,94.26
2025-12-11T22:35:38.392474,0,0.9264,92.64
2025-12-11T22:35:38.424571,0,0.9170,91.70
2025-12-11T22:35:38.456182,0,0.9009,90.09
2025-12-11T22:35:38.488758,0,0.8758,87.58
2025-12-11T22:35:38.520878,0,0.8647,86.47
2025-12-11T22:35:38.552402,0,0.8702,87.02
2025-12-11T22:35:38.585017,0,0.8671,86.71
2025-12-11T22:35:38.616073,0,0.8529,85.29
2025-12-11T22:35:38.648619,0,0.8442,84.42
2025-12-11T22:35:38.680597,0,0.8212,82.12
2025-12-11T22:35:38.760344,0,0.8091,80.91
2025-12-11T22:35:38.856287,0,0.7787,77.87
2025-12-11T22:35:38.888427,0,0.7615,76.15
2025-12-11T22:35:38.921057,0,0.7372,73.72
2025-12-11T22:35:38.952556,0,0.7270,72.70
2025-12-11T22:35:38.984374,0,0.7193,71.93
2025-12-11T22:35:39.017001,0,0.7130,71.30
2025-12-11T22:35:39.064371,0,0.7037,70.37
2025-12-11T22:35:39.097490,0,0.6909,69.09
2025-12-11T22:35:39.128061,0,0.6709,67.09
2025-12-11T22:35:39.160610,0,0.6631,66.31
2025-12-11T22:35:39.192320,0,0.6498,64.98
2025-12-11T22:35:39.224567,0,0.6414,64.14
2025-12-11T22:35:39.256101,0,0.6385,63.85
2025-12-11T22:35:39.288349,0,0.6266,62.66
2025-12-11T22:35:39.318944,0,0.6152,61.52
2025-12-11T22:35:39.353092,0,0.6101,61.01
2025-12-11T22:35:39.400164,0,0.5993,59.93
2025-12-11T22:35:39.432987,0,0.5931,59.31
2025-12-11T22:35:39.465119,0,0.5763,57.63
2025-12-11T22:35:39.495901,0,0.5667,56.67
2025-12-11T22:35:39.529088,0,0.5628,56.28
2025-12-11T22:35:39.561249,0,0.5531,55.31
2025-12-11T22:35:39.592805,0,0.5409,54.09
2025-12-11T22:35:39.624844,0,0.5308,53.08
2025-12-11T22:35:39.656910,0,0.5266,52.66
2025-12-11T22:35:39.688026,0,0.5190,51.90
2025-12-11T22:35:39.737192,0,0.5111,51.11
2025-12-11T22:35:39.767939,0,0.5075,50.75
2025-12-11T22:35:39.801093,0,0.5032,50.32
2025-12-11T22:35:39.832161,0,0.4998,49.98
2025-12-11T22:35:39.864691,0,0.4971,49.71
2025-12-11T22:35:39.896342,0,0.4931,49.31
2025-12-11T22:35:39.929406,0,0.4859,48.59
2025-12-11T22:35:39.961057,0,0.4823,48.23
2025-12-11T22:35:39.992897,0,0.4817,48.17
2025-12-11T22:35:40.025572,0,0.4828,48.28
2025-12-11T22:35:40.057788,0,0.4819,48.19
2025-12-11T22:35:40.105143,0,0.4756,47.56
2025-12-11T22:35:40.136243,0,0.4746,47.46
2025-12-11T22:35:40.169812,0,0.4752,47.52
2025-12-11T22:35:40.201602,0,0.4722,47.22
2025-12-11T22:35:40.233401,0,0.4748,47.48
2025-12-11T22:35:40.265050,0,0.4717,47.17
2025-12-11T22:35:40.297665,0,0.4748,47.48
2025-12-11T22:35:40.328831,0,0.4749,47.49
2025-12-11T22:35:40.361402,0,0.4750,47.50
2025-12-11T22:35:40.392935,0,0.4743,47.43
2025-12-11T22:35:40.440809,0,0.4757,47.57
2025-12-11T22:35:40.472428,0,0.4748,47.48
2025-12-11T22:35:40.505037,0,0.4775,47.75
2025-12-11T22:35:40.536304,0,0.4793,47.93
2025-12-11T22:35:40.569592,0,0.4779,47.79
2025-12-11T22:35:40.601284,0,0.4809,48.09
2025-12-11T22:35:40.633996,0,0.4810,48.10
2025-12-11T22:35:40.665145,0,0.4812,48.12
2025-12-11T22:35:40.697123,0,0.4749,47.49
2025-12-11T22:35:40.729199,0,0.4835,48.35
2025-12-11T22:35:40.777051,0,0.4818,48.18
2025-12-11T22:35:40.809583,0,0.4792,47.92
2025-12-11T22:35:40.841408,0,0.4833,48.33
2025-12-11T22:35:40.873553,0,0.4834,48.34
2025-12-11T22:35:40.906076,0,0.4835,48.35
2025-12-11T22:35:40.937612,0,0.4864,48.64
2025-12-11T22:35:40.969145,0,0.4954,49.54
2025-12-11T22:35:57.049461,37,1.1597,115.97
2025-12-11T22:35:59.641057,37,1.5776,157.76
2025-12-11T22:36:11.354113,37,1.9665,196.65
